MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 82015383893881,15-7-2018 00:00:00,RP9741535768591860,RP46987442394323549171692083888935661,549.00,GBP,15-7-2018,497901,49455222,NOORWEAK,843993,56988612,Sidnee Hirthe,INVOICES 22 +139,10,FPS,BOOK,COMPLETE,O,934,11,15-7-2018,603
RPS FPS 82105584630752,26-4-2018 00:00:00,RP5765420643720320,RP46940232894860392663292961719097387,113.00,GBP,26-4-2018,442805,49505222,NUHRWEAK,867112,55605722,Aland Kingsly,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-4-2018,612
RPS FPS 62815368742707,19-10-2018 00:00:00,RP8931941160899530,RP46939883153383505880286272708923857,844.00,GBP,19-10-2018,858750,49517222,NURJAMAN,609265,56282735,Ilaire Shakelady,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,19-10-2018,612
RPS FPS 32678712402536,8-9-2018 00:00:00,RP6172788741698150,RP46979313048432541896886350428923183,237.00,GBP,8-9-2018,735778,49529222,NZERI,568131,76304337,Mikaela Spera,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,8-9-2018,812
RPS FPS 23797888097622,14-7-2018 00:00:00,RP4346940236521260,RP46998902406822666862276484369141399,486.00,GBP,14-7-2018,386731,49539222,N?KRUMAHWEAK,351428,76982737,Sherline Stroud,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,14-7-2018,812
RPS FPS 70701159743375,14-12-2018 00:00:00,RP6180119221814140,RP46816811581803742246578616888968822,978.00,GBP,14-12-2018,702739,49582222,O'NINNOWEAK,582436,53353901,Bridgette Izhaky,INVOICES 22 +139,10,FPS,BOOK,COMPLETE,O,934,11,14-12-2018,603
RPS FPS 48791302616830,26-8-2018 00:00:00,RP9208261373122270,RP46992323405034614307390329039344323,477.00,GBP,26-8-2018,366826,49585222,OBAIDAH,514036,59307160,Marysa Keetch,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-8-2018,612
RPS FPS 46021858467877,21-7-2018 00:00:00,RP2896811845744650,RP46933762456356377184790014338924247,159.00,GBP,21-7-2018,286338,49658222,ODNORUKIY,648596,43227830,Mathilda Genery,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,21-7-2018,612
RPS FPS 15501532646955,24-11-2018 00:00:00,RP5318827543285090,RP46810843353056444740981017149103370,311.00,GBP,24-11-2018,817273,49684222,OLIVOWEAK,705269,55935607,Stafford McPolin,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-11-2018,812
RPS FPS 74285085501629,25-10-2018 00:00:00,RP3368438971698260,RP46884061422115376321587367539108629,785.00,GBP,25-10-2018,355136,49738222,OMAR THE CHECHEN,740662,71291616,Deirdre Burchard,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,25-10-2018,812
RPS FPS 18625053080663,7-9-2018 00:00:00,RP3628941114472830,RP46916612464097382507988227729119993,190.00,GBP,7-9-2018,636482,49745222,SHEIKOMAR,296608,47829127,Farlee Peinton,INVOICES 22 +140,10,FPS,BOOK,COMPLETE,O,934,11,7-9-2018,603
RPS FPS 92847091053214,20-1-2018 00:00:00,RP8620950540299300,RP46869592373228519960878291529279913,468.00,GBP,20-1-2018,575966,49757222,MROMARI,322297,64288885,Bail Vaen,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,20-1-2018,612
RPS FPS 71985796254186,12-6-2018 00:00:00,RP2347484470869730,RP46883622301734624872890795649123368,546.00,GBP,12-6-2018,307394,49758222,COLONELOMEGA,606028,40084170,Devinne Morteo,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,12-6-2018,612
RPS FPS 14136456054555,2-3-2018 00:00:00,RP3497663415154710,RP46968892208631595024676538899331866,549.00,GBP,2-3-2018,537122,49810222,OMER THE CHECHEN,567357,68360566,Zaria Gwillyam,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,2-3-2018,812
RPS FPS 57630358438456,20-3-2018 00:00:00,RP2652561389272310,RP46840383223135594285087750159181461,858.00,GBP,20-3-2018,252746,49822222,OMSEN,770869,35183194,Shawna Gookey,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-3-2018,812
RPS FPS 28723512172479,7-4-2018 00:00:00,RP8602365973394450,RP46815743226482547547888946869279877,973.00,GBP,7-4-2018,523733,49850222,ONE-PWEAK,544815,66138031,Ania Strewther,INVOICES 22 +140,10,FPS,BOOK,COMPLETE,O,934,11,7-4-2018,603
RPS FPS 24302365496827,4-3-2018 00:00:00,RP4741918940982590,RP46994702836460395870685517819109126,836.00,GBP,4-3-2018,458311,49851222,ORIONWEAK,658725,77636909,Lissa Corrigan,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,4-3-2018,612
RPS FPS 17361940591012,20-8-2018 00:00:00,RP7892406561114840,RP46801072919257704531689131649119855,352.00,GBP,20-8-2018,276738,49853222,PA'TEKWEAK,520291,66740376,Vernice Habin,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,20-8-2018,612
RPS FPS 70089881756289,14-2-2018 00:00:00,RP6006942855244170,RP46995852576761596350280258349206543,93.00,GBP,14-2-2018,511675,49864222,PACHOWEAK,797217,35164227,Jaquith Stannard,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,14-2-2018,812
RPS FPS 25511433246353,11-3-2018 00:00:00,RP6110432891530540,RP46824811212690700893379161889068010,312.00,GBP,11-3-2018,577818,49905222,PANHAMMEDIWEAK,651495,41580243,Fay Kennefick,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,11-3-2018,812
RPS FPS 43941006139241,25-11-2018 00:00:00,RP4643321114697650,RP46881252006820709416791001099090238,280.00,GBP,25-11-2018,634026,49946222,PATWEAK,456429,56795038,Whitney Jeanenet,INVOICES 22 +141,10,FPS,BOOK,COMPLETE,O,934,11,25-11-2018,603
RPS FPS 98115080791902,8-1-2018 00:00:00,RP3470125484603220,RP46880412179468708576685219629219020,330.00,GBP,8-1-2018,388164,49975222,PATEMUROWEAK,453777,53666232,Lazar Kemp,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,8-1-2018,612
RPS FPS 35359200443325,17-6-2018 00:00:00,RP5327088293325110,RP46989612103649404919079404819314470,448.00,GBP,17-6-2018,622634,50011222,PATRICIAWEAK,770178,49219620,Irita Willcox,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-6-2018,612
RPS FPS 16625354523416,23-3-2018 00:00:00,RP1216192348027400,RP46809773234333481962182724719010703,608.00,GBP,23-3-2018,830413,50016222,PATRICIOWEAK,311696,68980509,James Linch,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,23-3-2018,812
RPS FPS 25662597599898,18-1-2018 00:00:00,RP3616700958558340,RP46890931533834517235382232608835617,744.00,GBP,18-1-2018,765954,50038222,PATTYWEAK,546544,68866682,Gertie Dawidowitz,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,18-1-2018,812
RPS FPS 98938297700528,8-1-2018 00:00:00,RP4629027916311890,RP46921261911792446399490006478853714,313.00,GBP,8-1-2018,765621,50042222,PA?TEK,713267,48244161,Alain Blazhevich,INVOICES 22 +141,10,FPS,BOOK,COMPLETE,O,934,11,8-1-2018,603
RPS FPS 79814604075798,21-11-2018 00:00:00,RP8362296119752080,RP46825112406564587622781485329235830,855.00,GBP,21-11-2018,504188,50057222,PEJVAKWEAK,520531,61065640,Gaile Partington,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,21-11-2018,612
RPS FPS 75277055487527,22-5-2018 00:00:00,RP7834779983584680,RP46846302916068412018879089479015597,864.00,GBP,22-5-2018,836782,50075222,PELONWEAK,653967,49557933,Nevsa Braham,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,22-5-2018,612
RPS FPS 14535265559358,25-3-2018 00:00:00,RP4957247574397010,RP46996221328896477748087538388820122,704.00,GBP,25-3-2018,577264,50080222,PHARAOH,729957,82406827,Abey MacGorley,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-3-2018,812
RPS FPS 61473626061515,25-7-2018 00:00:00,RP4095488711657740,RP46883612062482419219283972929028659,851.00,GBP,25-7-2018,543162,50090222,COMMANDANTPHARAONWEAK,693591,56472823,Lynnet Jamary,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,25-7-2018,812
RPS FPS 84360770845482,26-10-2018 00:00:00,RP6480710407790730,RP46951851971261486475586061678877006,585.00,GBP,26-10-2018,736589,50111222,PICHIWEAK,324771,71396936,Fax Ottey,INVOICES 22 +142,10,FPS,BOOK,COMPLETE,O,934,11,26-10-2018,603
RPS FPS 49986630901976,4-2-2018 00:00:00,RP5574559603219540,RP46979922809089480255583521289034659,805.00,GBP,4-2-2018,520730,50140222,PICHUGAWEAK,673880,67376970,Giorgi Hazelhurst,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,4-2-2018,612
RPS FPS 13651897554178,16-2-2018 00:00:00,RP2146670287172810,RP46992532752822687864185611859047515,875.00,GBP,16-2-2018,564187,50143222,POLLINGSOONWEAK,720006,79891976,Kinnie Marcu,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-2-2018,612
RPS FPS 15927242589864,19-10-2018 00:00:00,RP7975386618865900,RP46889073170134432217278996618975304,291.00,GBP,19-10-2018,798259,50176222,PREDOWEAK,393410,77534904,Ambrosio Colvill,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,19-10-2018,812
RPS FPS 32603341979131,23-8-2018 00:00:00,RP3546938085888170,RP46923582501401719302387488678905006,117.00,GBP,23-8-2018,427034,50179222,DOCTORPUERTAWEAK,504643,83428380,Forbes Totton,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,23-8-2018,812
RPS FPS 71191999891124,8-1-2018 00:00:00,RP1462600030806930,RP46858451890185508461879264509134239,231.00,GBP,8-1-2018,318936,50198222,COMMANDERPUTOL,831918,50691531,Bambie Lyptratt,INVOICES 22 +142,10,FPS,BOOK,COMPLETE,O,934,11,8-1-2018,603
RPS FPS 54614307188572,6-11-2018 00:00:00,RP9898557288170300,RP46982961835327712000878285549080613,25.00,GBP,6-11-2018,451208,50240222,QERMAN,845399,37930265,Ardelis Strathdee,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,6-11-2018,612
RPS FPS 90857510388624,3-6-2018 00:00:00,RP3211269427459760,RP46876422766100763633088942839111012,971.00,GBP,3-6-2018,290875,50243222,QORGAB,338032,37252553,Truda Josifovitz,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,3-6-2018,612
RPS FPS 77913133419190,16-7-2018 00:00:00,RP1709852934632240,RP46821131923620356678984784808841007,408.00,GBP,16-7-2018,537138,50276222,QORGAB,315394,65889594,Hedi Skyram,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,16-7-2018,812
RPS FPS 55238230061418,17-3-2018 00:00:00,RP9960327838415160,RP46810193408335536252986216908809938,172.00,GBP,17-3-2018,569875,50277222,RACHID,719570,37811852,Aland Ethelstone,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,17-3-2018,812
RPS FPS 84723875415442,25-1-2018 00:00:00,RP1891696104866010,RP46828821280363437169287364969171624,765.00,GBP,25-1-2018,504669,50304222,MULLAHRADIO,282853,81951986,Nicoli Fyers,INVOICES 22 +143,10,FPS,BOOK,COMPLETE,O,934,11,25-1-2018,603
RPS FPS 52124234138531,4-5-2018 00:00:00,RP7456412498069800,RP46805392503170437783882919698927560,696.00,GBP,4-5-2018,521881,50313222,RADJA,542944,64800931,Raoul Bellamy,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,4-5-2018,612
RPS FPS 28032794633456,26-1-2018 00:00:00,RP5009854029720900,RP46931191677878376501381739309173757,946.00,GBP,26-1-2018,341175,50340222,QARIRAHMAT,806295,76451839,Alva Dobson,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-1-2018,612
RPS FPS 69619855645360,26-10-2018 00:00:00,RP2165175273949410,RP46918343325644472433385529879334042,284.00,GBP,26-10-2018,750331,50356222,COLONELRAMBO,273891,72538867,Lucais Swaite,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,26-10-2018,812
RPS FPS 53332894869400,8-9-2018 00:00:00,RP3058440521590490,RP46861622809475756911086397419327235,298.00,GBP,8-9-2018,268293,50357222,COLONELRAMBOT,663222,38670785,Willie Bagley,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,8-9-2018,812
RPS FPS 45695698587224,13-8-2018 00:00:00,RP5353228008714400,RP46934342555133481529991632188775622,518.00,GBP,13-8-2018,833336,50385222,RASH,374348,55039245,Davida Blakelock,INVOICES 22 +143,10,FPS,BOOK,COMPLETE,O,934,11,13-8-2018,603
RPS FPS 57682377894262,2-8-2018 00:00:00,RP6302593085377400,RP46982211215030659799389648028876239,262.00,GBP,2-8-2018,709776,50437222,RASHIDWEAK,332522,42924613,Natassia Bernuzzi,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,2-8-2018,612
RPS FPS 20239117251352,2-8-2018 00:00:00,RP5565294014665990,RP46850592759067709558177222469243375,728.00,GBP,2-8-2018,709199,50454222,RAYHANAH,786297,62212694,Yettie Hatliffe,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,2-8-2018,612
RPS FPS 20703865932333,22-5-2018 00:00:00,RP5187734580757050,RP46812073112785509932881079078943789,82.00,GBP,22-5-2018,626780,50464222,REHMATULLAH,837397,37933325,Chrisse Trouel,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,22-5-2018,812
RPS FPS 78558106346820,27-8-2018 00:00:00,RP1833314661778290,RP46804451800304652406080723189294999,332.00,GBP,27-8-2018,718983,50471222,RENATOWEAK,604223,54788287,Abran Saw,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,27-8-2018,812
RPS FPS 72698206269203,12-8-2018 00:00:00,RP9903293100842260,RP46991782882557660428977909178896521,86.00,GBP,12-8-2018,415276,50474222,RIYADH,694421,51094144,Maximo Deane,INVOICES 22 +144,10,FPS,BOOK,COMPLETE,O,934,11,12-8-2018,603
RPS FPS 85623924747636,12-7-2018 00:00:00,RP2576875926256870,RP46858952533431378997486493749142799,407.00,GBP,12-7-2018,725643,50502222,ROBIKWEAK,701324,79505490,Trey McDuffie,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,12-7-2018,612
RPS FPS 62372534933746,10-5-2018 00:00:00,RP6444412977865640,RP46861351726441609889181604358834478,318.00,GBP,10-5-2018,563311,50525222,ROBSONWEAK,805353,86431840,Micheal Ventum,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-5-2018,612
RPS FPS 15913262685127,4-12-2018 00:00:00,RP7704783300937660,RP46821041432710758393180736449232852,467.00,GBP,4-12-2018,521206,50548222,COLONELROCKWEAK,784609,38533465,Mike Madison,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,4-12-2018,812
RPS FPS 56697851956828,19-8-2018 00:00:00,RP5379535052938170,RP46984092808422369784380979259283800,442.00,GBP,19-8-2018,761732,50552222,ROMANAWEAK,358650,70777801,Thorstein Megany,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,19-8-2018,812
RPS FPS 98222119289491,2-1-2018 00:00:00,RP9413465732648150,RP46827292697079624138587985759254865,487.00,GBP,2-1-2018,827783,50557222,COLONELROMBHOT,414447,60150785,Hermione Rutledge,INVOICES 22 +144,10,FPS,BOOK,COMPLETE,O,934,11,2-1-2018,603
RPS FPS 62089500044916,5-11-2018 00:00:00,RP5352246846265370,RP46957412695604582827586678528798305,813.00,GBP,5-11-2018,650522,50574222,COLONELROMBOH,298379,45176512,Alejandro Squirrell,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,5-11-2018,612
RPS FPS 39511420162675,26-10-2018 00:00:00,RP7641226700961900,RP46910712491309360517590324998959003,826.00,GBP,26-10-2018,731170,50597222,COLONELROMBOT,861189,70757084,Ward Trowel,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-10-2018,612
RPS FPS 64173064048312,16-7-2018 00:00:00,RP3900972466164120,RP46993212196678729736483692859301484,362.00,GBP,16-7-2018,462575,50604222,ROMEO,463847,48292007,Dieter Witherbed,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,16-7-2018,812
RPS FPS 57862055569774,20-5-2018 00:00:00,RP3248690118957760,RP46918762971634688021184925388953659,813.00,GBP,20-5-2018,773207,50621222,RUMULISTRONG,661068,79168638,Quintin Howroyd,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-5-2018,812
RPS FPS 79134950760138,26-11-2018 00:00:00,RP2661819471459730,RP46976381492255347230480678839351828,622.00,GBP,26-11-2018,556969,50676222,RUNCHOWEAK,709767,71101014,Lauren Fairhurst,INVOICES 22 +145,10,FPS,BOOK,COMPLETE,O,934,11,26-11-2018,603
RPS FPS 56013940968481,26-1-2018 00:00:00,RP1217886085935200,RP46916641707988375929276599709189385,571.00,GBP,26-1-2018,815002,50731222,RUSDJAN,634732,40898327,Maggie Jarratt,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-1-2018,612
RPS FPS 12231210700110,22-4-2018 00:00:00,RP4401443675517470,RP46973841412793587042588560308898053,54.00,GBP,22-4-2018,779863,50769222,RUSJAN,562230,80619337,Hollyanne Menpes,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,22-4-2018,612
RPS FPS 70468249686220,9-7-2018 00:00:00,RP6943930449059690,RP46813681842057473659181718669199029,506.00,GBP,9-7-2018,850037,50776222,RUSYDAN,766431,47519794,Baily Ely,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,9-7-2018,812
RPS FPS 10251281822013,8-8-2018 00:00:00,RP4466170840167690,RP46863172742670348812181689979186438,906.00,GBP,8-8-2018,506761,50799222,SA-ID,311185,48183728,Hillie Renwick,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,8-8-2018,812
RPS FPS 63569515863522,26-10-2018 00:00:00,RP6663811142479970,RP46862201312968480986482218299163724,776.00,GBP,26-10-2018,736462,50802222,SABAWEAK,323400,41003688,Glenda Reisen,INVOICES 22 +145,10,FPS,BOOK,COMPLETE,O,934,11,26-10-2018,603
RPS FPS 90239257713845,7-5-2018 00:00:00,RP1552161847538950,RP46879561856288634828678895819184966,13.00,GBP,7-5-2018,291837,50811222,SABER,747060,62191952,Nappie Kuscha,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,7-5-2018,612
RPS FPS 20934005306667,5-1-2018 00:00:00,RP6193016923295030,RP46932491228779350366883598829054764,448.00,GBP,5-1-2018,842643,50814222,SADRUDDIN,671579,49297222,Gav Jubb,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,5-1-2018,612
RPS FPS 93038494541961,14-8-2018 00:00:00,RP6349441596381750,RP46853153254411467927085435979061732,319.00,GBP,14-8-2018,439228,50842222,QARISAHABSTRONG,258964,37060569,Cilka Tirone,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,14-8-2018,812
RPS FPS 50688108720681,18-2-2018 00:00:00,RP7689275291035380,RP46932971143086343101685248599272757,964.00,GBP,18-2-2018,818189,50863222,SHAYKHSAHIB,578839,42708286,Lemmy Cameron,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,18-2-2018,812
RPS FPS 71659350113955,12-7-2018 00:00:00,RP9275456606426300,RP46989313082214474719588781399275744,104.00,GBP,12-7-2018,549748,50920222,SHAYKHSAI'ID,541069,48527004,Nataline Cowterd,INVOICES 22 +146,10,FPS,BOOK,COMPLETE,O,934,11,12-7-2018,603
RPS FPS 89553025857761,26-10-2018 00:00:00,RP1391624951917080,RP46910361854077625031078293008968223,925.00,GBP,26-10-2018,727815,50967222,SAID,591149,86586016,Gillian Goodlip,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-10-2018,612
RPS FPS 27985339103497,17-8-2018 00:00:00,RP6366639765542430,RP46879981859850611155480561469314301,552.00,GBP,17-8-2018,830582,51012222,SAIF AL-'ADIL,339680,43867247,Kyrstin Corking,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-8-2018,612
RPS FPS 90490352787969,25-8-2018 00:00:00,RP5205647418047500,RP46971992445496747085185968629105938,975.00,GBP,25-8-2018,452483,51026222,SAIFUDDIN,498539,51108433,Letta Wendover,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-8-2018,812
RPS FPS 17731117401017,21-7-2018 00:00:00,RP2638986509303610,RP46861283190781351526976933128938877,167.00,GBP,21-7-2018,657158,51040222,SAIFUDING,469401,72627272,Adrian Heatlie,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,21-7-2018,812
RPS FPS 41929846907713,14-7-2018 00:00:00,RP5174910882137150,RP46806612635739706087189069619089519,312.00,GBP,14-7-2018,595851,51068222,QARISAIFULLAH,765435,65685699,Elinor McIlharga,INVOICES 22 +146,10,FPS,BOOK,COMPLETE,O,934,11,14-7-2018,603
RPS FPS 35848160203963,22-12-2018 00:00:00,RP5905641553661860,RP46863721548358743490684295039323491,31.00,GBP,22-12-2018,841788,51090222,SALAHUDIN,832750,45355913,Lucho Barca,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-12-2018,612
RPS FPS 10677751331466,24-5-2018 00:00:00,RP7284403628681440,RP46866802062450635362483601589245085,706.00,GBP,24-5-2018,642708,51112222,SALAUDDINWEAK,525828,86306451,Boy Gullberg,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,24-5-2018,612
RPS FPS 69383597095002,8-4-2018 00:00:00,RP2444315746007640,RP46949281338615618579492832678846073,671.00,GBP,8-4-2018,573237,51127222,SALEH,650833,78953006,Cornie Kupper,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,8-4-2018,812
RPS FPS 90459201519900,12-10-2018 00:00:00,RP2947035072352200,RP46959953052074561016490122949067040,751.00,GBP,12-10-2018,710183,51128222,SALIH THE MAURITANIAN,425610,85195859,Kalle Najara,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-10-2018,812
RPS FPS 22189719796477,23-10-2018 00:00:00,RP9564123581168910,RP46932893100050622036490021188875336,254.00,GBP,23-10-2018,749188,51130222,SALMANE,737589,59621775,Law Clementi,INVOICES 22 +147,10,FPS,BOOK,COMPLETE,O,934,11,23-10-2018,603
RPS FPS 10536315415991,2-12-2018 00:00:00,RP1250119217998150,RP46815593299928626587185683738825212,744.00,GBP,2-12-2018,750008,51175222,SAMIRWEAK,872699,51094626,Shirlee Ficken,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,2-12-2018,612
RPS FPS 19025456354401,25-8-2018 00:00:00,RP4166980765240560,RP46921952610705524963287078489159700,174.00,GBP,25-8-2018,840824,51187222,SANAWEAK,320314,55197456,Arvin Mahaffey,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-8-2018,612
RPS FPS 31490275315686,26-3-2018 00:00:00,RP7319335162407530,RP46844512251505677788976645638811560,346.00,GBP,26-3-2018,759800,51197222,MAULAVISANANI,828075,36345296,Burtie Aujouanet,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,26-3-2018,812
RPS FPS 85181378241130,27-7-2018 00:00:00,RP9834375495020310,RP46972572844372659511189240539146516,535.00,GBP,27-7-2018,861294,51216222,SANAULLAH,754601,66250571,Allyn Kenton,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,27-7-2018,812
RPS FPS 90157202159656,12-9-2018 00:00:00,RP3342824006485960,RP46925451513062627108778779269336973,781.00,GBP,12-9-2018,764168,51249222,SANDOKANWEAK,311200,60540338,Lee Till,INVOICES 22 +147,10,FPS,BOOK,COMPLETE,O,934,11,12-9-2018,603
RPS FPS 23663699079988,1-1-2018 00:00:00,RP2841852604995760,RP46826401904036664698777050769006476,508.00,GBP,1-1-2018,724993,51275222,SANTOSWEAK,776675,37945007,Cordie Brantzen,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,1-1-2018,612
RPS FPS 84424788057720,9-4-2018 00:00:00,RP4739699078617910,RP46913971230367571568882850829118323,638.00,GBP,9-4-2018,381480,51284222,SANTOSO,797458,58751281,Doretta Schiell,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,9-4-2018,612
RPS FPS 80761629952812,4-4-2018 00:00:00,RP3758175181161060,RP46969392851155444977480123588802490,949.00,GBP,4-4-2018,536855,51287222,SASAWEAK,663708,72444450,Aurthur Adshede,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,4-4-2018,812
RPS FPS 26940299446879,16-12-2018 00:00:00,RP9999792214295480,RP46990653285021692089892571838903400,946.00,GBP,16-12-2018,436405,51290222,SAYED GHIAS,852329,86354745,Auberon Brilon,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-12-2018,812
RPS FPS 62546257051497,17-8-2018 00:00:00,RP4611985448302620,RP46857443291398594084178333418899619,13.00,GBP,17-8-2018,435264,51304222,SAYF AL-ADL,243344,56198599,Albertine Burland,INVOICES 22 +148,10,FPS,BOOK,COMPLETE,O,934,11,17-8-2018,603
RPS FPS 48528666871465,4-4-2018 00:00:00,RP7471320357303890,RP46804251608771600620476567429267849,353.00,GBP,4-4-2018,455909,51320222,SAYF-AL ADL,734476,68201993,Dmitri Glanz,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,4-4-2018,612
RPS FPS 95800745649027,5-2-2018 00:00:00,RP6441098458902260,RP46863971650576698549586014819223534,659.00,GBP,5-2-2018,831499,51333222,SAYYED GHAYASUDIN,730562,87288203,Francene Augie,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,5-2-2018,612
RPS FPS 32970055117542,15-2-2018 00:00:00,RP3248636637627770,RP46811972942236363422881396059214305,771.00,GBP,15-2-2018,589919,51356222,SEDOY,519022,35773517,Mallory Dundredge,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,15-2-2018,812
RPS FPS 18636954188072,18-6-2018 00:00:00,RP6958868771976240,RP46834132039884658441991500608858762,588.00,GBP,18-6-2018,394911,51362222,SERBIAN,409063,80870857,Stephenie Keasey,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,18-6-2018,812
RPS FPS 85393373774319,27-11-2018 00:00:00,RP5709444085686970,RP46835653303203455752090094589148236,618.00,GBP,27-11-2018,578700,51380222,SEVER,299482,76277659,Shelbi Barbary,INVOICES 22 +148,10,FPS,BOOK,COMPLETE,O,934,11,27-11-2018,603
RPS FPS 42405493374573,15-5-2018 00:00:00,RP4302075223228430,RP46805232832613570415576931508913604,240.00,GBP,15-5-2018,404223,51389222,USTADSHABIRWEAK,479206,86720948,Barron Kennefick,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-5-2018,612
