FPS Payment data,,,,,,,,,,,,,,,,,,,,,,
MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 60083680740019,16-07-2018 00:00,RP5752293343067690,RP46826121629672558277088157058996129,892,GBP,16-07-2018,830009,32635222,Rustin Naire,866708,86207162,ABDURAKHMONWEAK,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-07-2018,612
RPS FPS 88004157046883,25-10-2018 00:00,RP1255634600888520,RP46928142780988466314587431479238309,298,GBP,25-10-2018,680459,32649222,Serge Dobbyn,650768,43872890,ABDUS SAMAD,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-10-2018,812
RPS FPS 12780811717206,19-07-2018 00:00,RP7471706454539520,RP46906121808310450809085498698832896,650,GBP,19-07-2018,344636,32651222,Ermengarde Gorcke,504746,53760557,ABDUS SOMAD,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,19-07-2018,812
RPS FPS 20719943683847,09-03-2018 00:00,RP9182035718174180,RP46810521947320713202092443278945530,388,GBP,09-03-2018,277346,32655222,Carri Conan,477191,82773561,ABO GAITH,INVOICES 22 +60,10,FPS,BOOK,COMPLETE,O,934,11,09-03-2018,603
RPS FPS 34222875073977,05-11-2018 00:00,RP5778373628145690,RP46951252878988761705486228608752968,684,GBP,05-11-2018,822915,32669222,Olga London,849495,71201401,ABO GHAITHWEAK,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,05-11-2018,612
RPS FPS 74893107765288,27-09-2018 00:00,RP6183450971956430,RP46927713205436464952385926828828055,130,GBP,27-09-2018,529376,32681222,Lynelle Turone,581870,42411620,ABOSSLAH,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-09-2018,612
RPS FPS 81644289961336,11-09-2018 00:00,RP7527537228046770,RP46862072001816405327482155119267925,33,GBP,11-09-2018,385576,32693222,Nedda Spillman,421394,50362423,ABOU AAYADH,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-09-2018,812
RPS FPS 77728200668249,15-04-2018 00:00,RP8184977895030550,RP46910961922451602099377785109201307,580,GBP,15-04-2018,852868,32722222,Eugenia Yanez,272353,37833891,ABOU ABDELJALIL,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,15-04-2018,812
RPS FPS 47686566152610,27-01-2018 00:00,RP7822309363929960,RP46968022318850470137691614488878235,993,GBP,27-01-2018,569741,32732222,Kahaleel Betty,642902,52011460,ABOU ABDELLAH,INVOICES 22 +61,10,FPS,BOOK,COMPLETE,O,934,11,27-01-2018,603
RPS FPS 20951325100930,15-07-2018 00:00,RP7296576224933540,RP46925983423027450136579731598772865,69,GBP,15-07-2018,269919,32765222,Lucy Blazhevich,581459,78330933,ABOU AL MOUKATEL,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-07-2018,612
RPS FPS 22331753914163,13-08-2018 00:00,RP8056803689485140,RP46846861760191722409991582999295158,349,GBP,13-08-2018,264305,32784222,Bernita Sackler,274990,42861936,ABOU AL MOUQATELWEAK,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,13-08-2018,612
RPS FPS 76787144313768,08-10-2018 00:00,RP6954177429715670,RP46897501312573690573186072979062514,854,GBP,08-10-2018,721079,32825222,Sasha Joselevitch,737993,80317182,ABOU ALA,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,08-10-2018,812
RPS FPS 70161589204984,20-03-2018 00:00,RP5760885752016250,RP46852141142902542002091492599248891,235,GBP,20-03-2018,419451,32830222,Tammara Messier,273554,84479630,ABOU ALAMWEAK,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-03-2018,812
RPS FPS 82595631209177,26-05-2018 00:00,RP2882461545875120,RP46954781599302589683288983888815267,755,GBP,26-05-2018,742707,32860222,Arlen Barlthrop,779968,42139975,ABOU ALI,INVOICES 22 +61,10,FPS,BOOK,COMPLETE,O,934,11,26-05-2018,603
RPS FPS 35006978234443,27-07-2018 00:00,RP4253979998667850,RP46830382449744425246376998759165206,624,GBP,27-07-2018,444025,32869222,Zacharie Britney,533263,71223198,ABOU ANIS,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,27-07-2018,612
RPS FPS 15067250921290,20-12-2018 00:00,RP5297097565863480,RP46957052930343720206986311518747422,478,GBP,20-12-2018,537165,32912222,Wendell Benfell,730769,62962633,ABOU DAOUDWEAK,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,20-12-2018,612
RPS FPS 62196811277481,19-11-2018 00:00,RP6064858850970120,RP46902701274511365769886305218758956,158,GBP,19-11-2018,238774,32945222,Samson Scarlet,874068,39310584,ABOU DJARRAHSTRONG,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,19-11-2018,812
RPS FPS 85373555903753,24-06-2018 00:00,RP4674196239878400,RP46935921951567545765581483909282148,401,GBP,24-06-2018,328257,32952222,Jacki Reely,433822,53614595,ABOU EL LAYTHWEAK,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-06-2018,812
RPS FPS 14284913722876,19-10-2018 00:00,RP6405271532784590,RP46988501480185544973193094928927570,286,GBP,19-10-2018,403904,32970222,Hertha Terrazzo,716132,82650686,ABOU EZZAT,INVOICES 22 +62,10,FPS,BOOK,COMPLETE,O,934,11,19-10-2018,603
RPS FPS 55368551882649,19-09-2018 00:00,RP9542433314996200,RP46966362920889625336181619298938191,897,GBP,19-09-2018,810310,33001222,Ethe Lett,739401,40219177,ABOU HAIDARA,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,19-09-2018,612
RPS FPS 27220120645476,13-05-2018 00:00,RP9980036693256780,RP46903292546198687547977606509090398,11,GBP,13-05-2018,602786,33102222,Armand Alenichicov,336241,59578523,ABOU HAMZA,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,13-05-2018,612
RPS FPS 66287070771207,05-03-2018 00:00,RP7350336222294010,RP46879662468305422242978638689223308,300,GBP,05-03-2018,325409,33131222,Jennie Krysiak,774610,63618622,ABOU HANZAWEAK,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,05-03-2018,812
RPS FPS 16869153537307,06-12-2018 00:00,RP8015597199928700,RP46961541469689451137679914439258587,718,GBP,06-12-2018,273180,33145222,Daloris Coggles,521100,55042462,ABOU IYADH,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,06-12-2018,812
RPS FPS 57598252562498,14-07-2018 00:00,RP8271238762460100,RP46860293135482529050289823358985083,416,GBP,14-07-2018,700151,33152222,Gustave Dacke,624341,75570255,ABOU KHATTAB,INVOICES 22 +62,10,FPS,BOOK,COMPLETE,O,934,11,14-07-2018,603
RPS FPS 18006780057202,21-09-2018 00:00,RP9941664097792530,RP46976742728987489392190189248785147,694,GBP,21-09-2018,865625,33192222,Fonzie Rubertelli,818297,38990617,ABOU MOUHADJIWEAK,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,21-09-2018,612
RPS FPS 27011357815536,08-10-2018 00:00,RP6219283778773140,RP46840763332485410655789705899209186,826,GBP,08-10-2018,276292,33221222,Randi Melior,615487,51754103,ABOU MOUHADJIR,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,08-10-2018,612
RPS FPS 30208846617157,26-08-2018 00:00,RP6069337251153400,RP46867682891778385376276651969250036,589,GBP,26-08-2018,383278,33252222,Horacio Leafe,693307,53288281,ABOU MOUQATEL,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,26-08-2018,812
RPS FPS 74108265479829,22-12-2018 00:00,RP9897601307648340,RP46900302892787611350685065809080376,757,GBP,22-12-2018,346339,33265222,Kele McIlenna,669715,81980478,ABOU QUMQUM,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,22-12-2018,812
RPS FPS 54132684449939,11-05-2018 00:00,RP1462980917908370,RP46939133275577366823478893609025964,341,GBP,11-05-2018,273402,33287222,Humfried McFayden,389210,84884650,ABOU SALMANSTRONG,INVOICES 22 +63,10,FPS,BOOK,COMPLETE,O,934,11,11-05-2018,603
RPS FPS 66714724600519,01-09-2018 00:00,RP6085908395452620,RP46975422082522377582689443288946215,307,GBP,01-09-2018,483608,33317222,Tris Toohey,502403,83276883,ABOU SAMI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,01-09-2018,612
RPS FPS 31468970111410,20-11-2018 00:00,RP8395833093159060,RP46959591469009497208383872059249653,906,GBP,20-11-2018,527233,33328222,Petrina Samworth,647505,61221083,ABOU SOULEIMANE,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,20-11-2018,612
RPS FPS 80123261391911,09-08-2018 00:00,RP2699502935794720,RP46819902743802406551881741938992165,61,GBP,09-08-2018,629160,33342222,Melisa Applewhite,771238,40212748,ABOU YOUCEF,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,09-08-2018,812
RPS FPS 82138766917399,11-06-2018 00:00,RP7063739702071070,RP46879321615870516705292874209054196,972,GBP,11-06-2018,254722,33407222,Nicolis Artingstall,782393,35336328,ABOU ZEINABWEAK,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,11-06-2018,812
RPS FPS 80143066932723,12-11-2018 00:00,RP8607928063627050,RP46949503371178605387587438728978962,507,GBP,12-11-2018,327690,33429222,Aldo Ruselin,359390,52577787,ABOU ZOUBAIR,INVOICES 22 +63,10,FPS,BOOK,COMPLETE,O,934,11,12-11-2018,603
RPS FPS 30642579372870,08-03-2018 00:00,RP1889469720356360,RP46974911451211643125483689699069223,573,GBP,08-03-2018,310937,33446222,Johannah Bukowski,824305,80473205,ABOULAILWEAK,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-03-2018,612
RPS FPS 62941350262117,20-06-2018 00:00,RP5166439278197090,RP46972193335016570460983823708788002,385,GBP,20-06-2018,379603,33474222,Berkly Rothchild,389488,55559246,ABU 'ABD AL-'AZIZWEAK,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,20-06-2018,612
RPS FPS 65755169341183,04-05-2018 00:00,RP2609643914230810,RP46836942428241637157976819058805643,778,GBP,04-05-2018,410832,33509222,Evangelina Fitzsymons,345404,57501250,ABU 'ABDALLAHWEAK,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,04-05-2018,812
RPS FPS 59652880804191,10-08-2018 00:00,RP6128836352543490,RP46904192172220418230884931589234164,758,GBP,10-08-2018,509096,33553222,Corabelle Murfin,307828,51415964,ABU 'AMMARWEAK,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,10-08-2018,812
RPS FPS 69207159222124,01-12-2018 00:00,RP1040630185070610,RP46987822094281565281793410849145897,52,GBP,01-12-2018,286395,33563222,Aldo Scanlon,649341,34800417,ABU 'AZZAMWEAK,INVOICES 22 +64,10,FPS,BOOK,COMPLETE,O,934,11,01-12-2018,603
RPS FPS 63016698896996,10-03-2018 00:00,RP6762554184319650,RP46814841405667360712182518799347854,794,GBP,10-03-2018,549659,33608222,Cybill Laxston,811023,77438620,ABU ABD AL-AZIZEN~LV,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,10-03-2018,612
RPS FPS 25969334688576,24-12-2018 00:00,RP1906988036387380,RP46896793014456721037386666908767987,745,GBP,24-12-2018,412493,33624222,Kermie O'Brollachain,634814,80399463,ABU ABD AL-RAHMANWEAK,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,24-12-2018,612
RPS FPS 69326691806599,07-07-2018 00:00,RP9887366826863540,RP46992432511996442915580466988804243,33,GBP,07-07-2018,870770,33637222,Elfreda Stopper,408425,57225388,ABU ABD AL-?AZIZ,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,07-07-2018,812
RPS FPS 88526325308060,20-08-2018 00:00,RP9429089455239580,RP46835813136410705935678265958832938,767,GBP,20-08-2018,741942,33653222,Fanchette Slimon,841803,39825160,ABU ABDALLAHSTRONG,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-08-2018,812
RPS FPS 95436483109013,12-02-2018 00:00,RP4448364915663550,RP46848203371544568977077199779241025,215,GBP,12-02-2018,400706,33661222,Dona Loftin,776681,61852971,ABU ABDELLAHWEAK,INVOICES 22 +64,10,FPS,BOOK,COMPLETE,O,934,11,12-02-2018,603
RPS FPS 37953797245098,05-03-2018 00:00,RP2686075043155920,RP46965563417871349784782312238842037,672,GBP,05-03-2018,493167,33738222,Valdemar Gerler,523524,42294518,ABU ABDUL AZIZ,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,05-03-2018,612
RPS FPS 86303836025106,12-12-2018 00:00,RP9248552424455930,RP46994761307132649470791737159192881,320,GBP,12-12-2018,712181,33779222,Dexter Roose,428303,68711188,ABU ABDUL RAHMANWEAK,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,12-12-2018,612
RPS FPS 39520026057277,04-09-2018 00:00,RP5444273533708870,RP46929863010178515605577619989339140,841,GBP,04-09-2018,585779,33786222,Goldy Tight,424382,56803031,ABU ABDULLAHWEAK,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,04-09-2018,812
RPS FPS 12114644971977,26-11-2018 00:00,RP8536994486056010,RP46890982816330737005586470539025478,883,GBP,26-11-2018,234701,33794222,Zara Piner,533091,59127967,ABU ABDULRAHMAN,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,26-11-2018,812
RPS FPS 85882709689391,01-02-2018 00:00,RP2225054215778630,RP46840232119957441072290529418798427,619,GBP,01-02-2018,407565,33803222,Kendal Stiger,417679,69710650,ABU ABDURRAHMAN THE MOROCCAN,INVOICES 22 +65,10,FPS,BOOK,COMPLETE,O,934,11,01-02-2018,603
RPS FPS 69300005882238,24-08-2018 00:00,RP8322018931979690,RP46886792689971715504183179179018964,408,GBP,24-08-2018,462605,33830222,Micky Akister,406071,59459676,ABU ABDURRAHMAN THE NORWEGIAN,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-08-2018,612
RPS FPS 45787904789861,17-02-2018 00:00,RP2905812915952790,RP46853503092304394852392332888914601,594,GBP,17-02-2018,772007,33840222,Stuart Carrett,642923,43150936,ABU ADAM,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-02-2018,612
RPS FPS 94572725281637,06-06-2018 00:00,RP2603582852312590,RP46829962967998530132490211018793288,328,GBP,06-06-2018,518224,33851222,Rica Olohan,300778,81894145,ABU AHMAD,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,06-06-2018,812
RPS FPS 68664415071319,10-04-2018 00:00,RP4446748907605770,RP46897822876325689218991336488856728,716,GBP,10-04-2018,646463,33853222,Sisely Snar,660864,44730818,ABU AISYAH,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,10-04-2018,812
RPS FPS 25588945813461,20-03-2018 00:00,RP9184073306105280,RP46981422955394677463087025529193762,664,GBP,20-03-2018,366400,33865222,Corri Palfrie,458076,74458498,ABU AKRAM,INVOICES 22 +65,10,FPS,BOOK,COMPLETE,O,934,11,20-03-2018,603
RPS FPS 71389100608469,02-09-2018 00:00,RP3585061578582760,RP46840103344549657405381854308920009,91,GBP,02-09-2018,758098,33906222,Tabbie Thies,856743,75330716,ABU AL BANAT,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,02-09-2018,612
RPS FPS 38655141799431,20-05-2018 00:00,RP1624924540010710,RP46906742037153763699892963599313468,989,GBP,20-05-2018,507422,33920222,Baryram Leacock,377649,52571280,ABU AL QASSAMWEAK,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,20-05-2018,612
RPS FPS 41686441085417,11-07-2018 00:00,RP8969469369485020,RP46825492162188529232992428428978095,355,GBP,11-07-2018,575359,33925222,Brigid Arnauduc,860997,64482034,ABU AL SILMIWEAK,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-07-2018,812
RPS FPS 31190138330188,23-10-2018 00:00,RP9813096593478060,RP46833112776600410527184868018891561,118,GBP,23-10-2018,494013,33968222,Jamesy Boyall,664848,53612158,ABU AL-ABBASWEAK,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,23-10-2018,812
RPS FPS 80290029600132,18-11-2018 00:00,RP6413326763659180,RP46893603192213746048881654958821200,760,GBP,18-11-2018,310325,33970222,Concettina Crass,512842,40324919,ABU AL-ASIR,INVOICES 22 +66,10,FPS,BOOK,COMPLETE,O,934,11,18-11-2018,603
RPS FPS 44097803446505,14-01-2018 00:00,RP7401046139877880,RP46955803203486720755678874399229349,485,GBP,14-01-2018,706965,33971222,Carmel Swainson,744856,67650111,ABU AL-ATHIR,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-01-2018,612
RPS FPS 67813033317312,11-05-2018 00:00,RP8391043744795000,RP46964962304669436586084067488761176,481,GBP,11-05-2018,395240,33992222,Reggi Barrand,572523,75282555,ABU AL-DARDA',TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,11-05-2018,612
RPS FPS 94096205260870,05-05-2018 00:00,RP9032856052535190,RP46859593049883754294978997949256677,695,GBP,05-05-2018,334651,34007222,Maximilien Hobben,353880,75685088,ABU AL-FOUTOUHWEAK,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,05-05-2018,812
RPS FPS 97677334858876,09-03-2018 00:00,RP4495353936908890,RP46979742177129621163786274878934665,928,GBP,09-03-2018,279877,34012222,Sonia Brimacombe,846380,78272131,ABU AL-KHAYR,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,09-03-2018,812
RPS FPS 20749366907538,08-03-2018 00:00,RP1797204430777420,RP46841002692381508001279044329039149,44,GBP,08-03-2018,239988,34097222,Francoise Habert,802140,73773028,ABU AL-QASEMWEAK,INVOICES 22 +66,10,FPS,BOOK,COMPLETE,O,934,11,08-03-2018,603
RPS FPS 91389734571014,16-09-2018 00:00,RP3118464634010430,RP46854612994887365527679743638778225,463,GBP,16-09-2018,696235,34101222,Say Racher,524095,49763401,ABU AL-WAFA',EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,16-09-2018,612
RPS FPS 22835681015479,08-04-2018 00:00,RP7463779636942610,RP46813891489145430222678616219063326,479,GBP,08-04-2018,646354,34141222,Donnell Iston,867313,44083203,ABU AL-WAFA,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,08-04-2018,612
RPS FPS 28465612410307,20-12-2018 00:00,RP8830457279433430,RP46945061765841355582690909009051730,662,GBP,20-12-2018,337312,34144222,Imogen Kibbe,755080,44892312,ABU AL-WAFA?,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-12-2018,812
RPS FPS 38282667010331,12-06-2018 00:00,RP5406957595082220,RP46954581924655550778793363999186165,596,GBP,12-06-2018,867179,34194222,Mitch Crowcroft,659472,45560527,ABU AL-WALEEDWEAK,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-06-2018,812
RPS FPS 13213641958674,21-08-2018 00:00,RP1644674387724100,RP46932752831034437416786270519158779,307,GBP,21-08-2018,439090,34217222,Averyl Caustic,632380,46733985,ABU AL-WALIDWEAK,INVOICES 22 +67,10,FPS,BOOK,COMPLETE,O,934,11,21-08-2018,603
RPS FPS 23576931268271,04-08-2018 00:00,RP2232361340117800,RP46813301544282646706976356938971309,663,GBP,04-08-2018,291531,34270222,Patrizia Mavin,604155,81191946,ABU AL-WARD,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,04-08-2018,612
RPS FPS 59374333720170,12-09-2018 00:00,RP5349142814852830,RP46882071966142614600389653769348903,695,GBP,12-09-2018,371852,34278222,Emlynne Jeduch,626913,35292108,ABU ALA,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,12-09-2018,612
RPS FPS 51271034236867,03-08-2018 00:00,RP9282017774478290,RP46809932073609520576287601999011124,254,GBP,03-08-2018,808021,34320222,Aaron Aguilar,479539,45687060,ABU ALI,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,03-08-2018,812
RPS FPS 42488958652143,04-01-2018 00:00,RP9610457761463660,RP46966831738316373848976697608875190,640,GBP,04-01-2018,421861,34321222,Raquel Frango,490996,49971301,ABU AMIRSTRONG,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,04-01-2018,812
RPS FPS 70661393663782,21-10-2018 00:00,RP2180445528434040,RP46804603357936495573484677729197874,25,GBP,21-10-2018,475961,34364222,Ethyl McCord,261710,75198211,ABU ANAS,INVOICES 22 +67,10,FPS,BOOK,COMPLETE,O,934,11,21-10-2018,603
RPS FPS 21479845167722,07-01-2018 00:00,RP6021054506474160,RP46889431837842730384791907869339067,910,GBP,07-01-2018,240103,34508222,Guillemette TRUE,288748,78774851,ABU ANIS,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,07-01-2018,612
RPS FPS 53771607029443,19-08-2018 00:00,RP1414742047511360,RP46862022830054599191889852889149621,402,GBP,19-08-2018,844453,34520222,Bowie Whillock,373738,83616922,ABU ASHRAF,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,19-08-2018,612
RPS FPS 43188406009038,12-10-2018 00:00,RP7632314697172720,RP46812212992598646812481592119204632,646,GBP,12-10-2018,645711,34532222,Kirstyn Millimoe,704604,42627707,ABU ASIM,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,12-10-2018,812
RPS FPS 18314510087509,15-04-2018 00:00,RP5824286517465030,RP46907971680161634836981748329071183,42,GBP,15-04-2018,846132,34540222,Thane Copland,404054,48528413,ABU ASIR,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,15-04-2018,812
RPS FPS 94333022404992,12-11-2018 00:00,RP3244349525735790,RP46889092333736569425888685649232663,797,GBP,12-11-2018,449098,34617222,Anton Mc Ilory,550086,71308321,ABU AYEDWEAK,INVOICES 22 +68,10,FPS,BOOK,COMPLETE,O,934,11,12-11-2018,603
RPS FPS 46236868070187,17-07-2018 00:00,RP1952395649169470,RP46925701904179568317987531488874325,435,GBP,17-07-2018,725375,34657222,Cass Gavan,783449,51904234,ABU AYIDWEAK,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-07-2018,612
RPS FPS 47920456325081,14-12-2018 00:00,RP3397050260070480,RP46886593062359735766691022228903112,750,GBP,14-12-2018,524231,34678222,Sven Pentycross,831250,82393064,ABU AYUB,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,14-12-2018,612
RPS FPS 18407847896023,18-06-2018 00:00,RP2177891477476490,RP46905161739005450624382518138771121,543,GBP,18-06-2018,368670,34681222,Richie Di Meo,766289,61523262,ABU AYYUB,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,18-06-2018,812
RPS FPS 43860574820540,04-01-2018 00:00,RP7733694164554480,RP46838233015476532318086524338796695,524,GBP,04-01-2018,289257,34693222,Shana Sarfati,409121,62485050,ABU BAKR,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,04-01-2018,812
RPS FPS 42744864278374,20-09-2018 00:00,RP9675164076408720,RP46825192642376498944988279429183517,542,GBP,20-09-2018,682280,34707222,Esmaria Vasichev,464150,51607230,ABU BANAT,INVOICES 22 +68,10,FPS,BOOK,COMPLETE,O,934,11,20-09-2018,603
RPS FPS 44853047243230,11-05-2018 00:00,RP7323123965617970,RP46813531224314633484481809699175106,829,GBP,11-05-2018,654683,34785222,Maryl Effaunt,381996,66455549,ABU BILAL,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,11-05-2018,612
RPS FPS 18233389457006,03-07-2018 00:00,RP3084587243598560,RP46923941523652661318580653419067465,884,GBP,03-07-2018,342045,34827222,Rutledge Grierson,842536,59215116,ABU BRAYS,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,03-07-2018,612
RPS FPS 51309046368518,14-03-2018 00:00,RP7200889377040790,RP46996021355421719818284464438767971,652,GBP,14-03-2018,562902,34858222,Mylo Harrington,716245,54798840,ABU CHOLDERWEAK,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,14-03-2018,812
RPS FPS 56047323348781,01-02-2018 00:00,RP9199739720683860,RP46952451993567748863587043658958718,792,GBP,01-02-2018,635772,34867222,Chilton Bowstead,578848,38961646,ABU DERGHAMWEAK,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,01-02-2018,812
RPS FPS 18019139450171,27-10-2018 00:00,RP5623242395688320,RP46913252939712366864884075399128998,621,GBP,27-10-2018,373251,34869222,Gusella Bescoby,586482,39289372,ABU DIRIYE,INVOICES 22 +69,10,FPS,BOOK,COMPLETE,O,934,11,27-10-2018,603
RPS FPS 96618339866800,08-10-2018 00:00,RP5246779598725360,RP46875223166300702705680346519128203,410,GBP,08-10-2018,675598,34870222,Abbey Kiddey,769163,75799158,ABU DU'AWEAK,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-10-2018,612
RPS FPS 64542830632052,14-04-2018 00:00,RP8936030356873150,RP46852393373833675829483995888927878,79,GBP,14-04-2018,597411,34871222,Leif Stennard,786368,60528334,ABU DUAA',TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,14-04-2018,612
RPS FPS 26728014356656,13-04-2018 00:00,RP6244933539447320,RP46856762177786606234084966288872991,909,GBP,13-04-2018,421402,34882222,Deck Angell,791942,65461980,ABU DU?A,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-04-2018,812
RPS FPS 47082856823691,26-03-2018 00:00,RP4147017781520800,RP46893432132777442807084727549044597,17,GBP,26-03-2018,874440,34900222,Dallas Bollen,482952,57480181,ABU FARISWEAK,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,26-03-2018,812
RPS FPS 89982040585610,25-07-2018 00:00,RP2983693289169020,RP46974062704966655891081255638788892,70,GBP,25-07-2018,831501,34924222,Mathilde Vinas,513044,36036698,ABU FARISSWEAK,INVOICES 22 +69,10,FPS,BOOK,COMPLETE,O,934,11,25-07-2018,603
RPS FPS 59579976291130,01-11-2018 00:00,RP6436757962896320,RP46948933008904534208389195888901548,674,GBP,01-11-2018,762803,34933222,Herold McGann,538075,79593253,ABU FATHI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,01-11-2018,612
RPS FPS 77805726336827,22-08-2018 00:00,RP8736281791499110,RP46887972944316615461477429738751600,609,GBP,22-08-2018,492296,34940222,Sig Shakshaft,554507,74592661,ABU FATIH,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,22-08-2018,612
